transaction_id,date,product,category,region,channel,quantity,unit_price,discount_pct,customer_id,subtotal,discount_amount,total_revenue,profit_margin
TXN-001525,2024-09-11 00:00:00,Keyboard,Accessories,South,Wholesale,2,188.37,10.42,CUST-0081,376.74,39.26,337.48,29.19
TXN-001526,2024-09-11 04:00:00,Tablet,Accessories,West,Wholesale,9,1369.27,19.73,CUST-0126,12323.43,2431.41,9892.02,22.83
TXN-001527,2024-09-11 08:00:00,Headphones,Peripherals,Central,Retail,45,1924.91,10.62,CUST-0137,86620.95,9199.14,77421.81,11.4
TXN-001528,2024-09-11 12:00:00,Laptop,Electronics,West,Wholesale,18,608.15,6.73,CUST-0056,10946.7,736.71,10209.99,25.11
TXN-001529,2024-09-11 16:00:00,Mouse,Peripherals,North,Retail,48,1724.28,21.55,CUST-0213,82765.44,17835.95,64929.49,11.98
TXN-001530,2024-09-11 20:00:00,Monitor,Electronics,West,Retail,48,1867.98,14.92,CUST-0094,89663.04,13377.73,76285.31,36.51
TXN-001531,2024-09-12 00:00:00,Mouse,Electronics,Central,Online,42,1496.7,14.79,CUST-0383,62861.4,9297.2,53564.2,32.59
TXN-001532,2024-09-12 04:00:00,Phone,Accessories,North,Online,41,470.34,15.27,CUST-0459,19283.94,2944.66,16339.28,21.36
TXN-001533,2024-09-12 08:00:00,Phone,Accessories,East,Online,11,674.66,17.97,CUST-0478,7421.26,1333.6,6087.66,29.21
TXN-001534,2024-09-12 12:00:00,Keyboard,Electronics,North,Partner,25,81.26,7.83,CUST-0292,2031.5,159.07,1872.43,13.36
TXN-001535,2024-09-12 16:00:00,Tablet,Peripherals,South,Online,26,1664.59,0.85,CUST-0128,43279.34,367.87,42911.47,31.08
TXN-001536,2024-09-12 20:00:00,Phone,Accessories,North,Wholesale,36,1700.73,20.26,CUST-0440,61226.28,12404.44,48821.84,34.68
TXN-001537,2024-09-13 00:00:00,Laptop,Peripherals,East,Wholesale,42,1269.09,3.22,CUST-0217,53301.78,1716.32,51585.46,34.65
TXN-001538,2024-09-13 04:00:00,Mouse,Accessories,West,Online,35,711.53,18.05,CUST-0199,24903.55,4495.09,20408.46,18.53
TXN-001539,2024-09-13 08:00:00,Mouse,Accessories,North,Partner,38,162.85,2.06,CUST-0020,6188.3,127.48,6060.82,17.91
TXN-001540,2024-09-13 12:00:00,Keyboard,Peripherals,North,Retail,3,1508.58,9.38,CUST-0055,4525.74,424.51,4101.23,25.64
TXN-001541,2024-09-13 16:00:00,Headphones,Accessories,North,Partner,41,1455.79,1.58,CUST-0246,59687.39,943.06,58744.33,39.03
TXN-001542,2024-09-13 20:00:00,Headphones,Accessories,North,Partner,35,1826.08,,CUST-0251,63912.8,8347.01,55565.79,37.62
TXN-001543,2024-09-14 00:00:00,Monitor,Peripherals,East,Retail,40,1463.76,16.33,CUST-0060,58550.4,9561.28,48989.12,20.79
TXN-001544,2024-09-14 04:00:00,Keyboard,Accessories,Central,Retail,22,1659.1,,CUST-0163,36500.2,1565.86,34934.34,33.39
TXN-001545,2024-09-14 08:00:00,Webcam,Accessories,Central,Retail,8,1494.45,9.29,CUST-0202,11955.6,1110.68,10844.92,37.64
TXN-001546,2024-09-14 12:00:00,Monitor,Accessories,North,Wholesale,15,1265.07,23.26,CUST-0227,18976.05,4413.83,14562.22,17.83
TXN-001547,2024-09-14 16:00:00,Webcam,Peripherals,East,Retail,45,859.66,11.06,CUST-0129,38684.7,4278.53,34406.17,34.91
TXN-001548,2024-09-14 20:00:00,Headphones,Electronics,East,Retail,7,1805.21,20.06,CUST-0462,12636.47,2534.88,10101.59,18.04
TXN-001549,2024-09-15 00:00:00,Keyboard,Peripherals,North,Partner,19,1305.43,23.18,CUST-0045,24803.17,5749.37,19053.8,20.3
TXN-001550,2024-09-15 04:00:00,Webcam,Electronics,South,Partner,40,802.73,24.36,CUST-0197,32109.2,7821.8,24287.4,15.96
TXN-001551,2024-09-15 08:00:00,Keyboard,Accessories,North,Online,42,176.1,22.46,CUST-0424,7396.2,1661.19,5735.01,25.21
TXN-001552,2024-09-15 12:00:00,Keyboard,Electronics,South,Partner,17,588.5,7.94,CUST-0492,10004.5,794.36,9210.14,35.3
TXN-001553,2024-09-15 16:00:00,Headphones,Peripherals,North,Retail,1,1092.02,24.06,CUST-0166,1092.02,262.74,829.28,25.84
TXN-001554,2024-09-15 20:00:00,Monitor,Peripherals,South,Wholesale,45,558.51,20.31,CUST-0247,25132.95,5104.5,20028.45,13.7
TXN-001555,2024-09-16 00:00:00,Monitor,Accessories,South,Partner,29,450.26,20.93,CUST-0226,13057.54,2732.94,10324.6,17.55
TXN-001556,2024-09-16 04:00:00,Keyboard,Electronics,North,Partner,13,1059.51,0.38,CUST-0280,13773.63,52.34,13721.29,26.89
TXN-001557,2024-09-16 08:00:00,Phone,Accessories,South,Retail,48,347.94,23.86,CUST-0260,16701.12,3984.89,12716.23,27.5
TXN-001558,2024-09-16 12:00:00,Tablet,Accessories,West,Partner,29,1602.82,19.45,CUST-0347,46481.78,9040.71,37441.07,27.31
TXN-001559,2024-09-16 16:00:00,Headphones,Peripherals,Central,Partner,41,973.89,19.2,CUST-0197,39929.49,7666.46,32263.03,12.31
TXN-001560,2024-09-16 20:00:00,Tablet,Electronics,East,Retail,42,1151.99,2.04,CUST-0107,48383.58,987.03,47396.55,32.61
TXN-001561,2024-09-17 00:00:00,Tablet,Electronics,South,Partner,6,303.29,5.81,CUST-0269,1819.74,105.73,1714.01,37.28
TXN-001562,2024-09-17 04:00:00,Monitor,Electronics,South,Wholesale,5,655.91,24.06,CUST-0232,3279.55,789.06,2490.49,25.32
TXN-001563,2024-09-17 08:00:00,Monitor,Electronics,East,Online,34,826.08,12.52,CUST-0405,28086.72,3516.46,24570.26,31.56
TXN-001564,2024-09-17 12:00:00,Phone,Accessories,South,Partner,11,1618.34,,CUST-0101,17801.74,1771.27,16030.47,37.42
TXN-001565,2024-09-17 16:00:00,Tablet,Accessories,East,Wholesale,9,1542.62,,CUST-0160,13883.58,2915.55,10968.03,29.28
TXN-001566,2024-09-17 20:00:00,Tablet,Peripherals,North,Partner,38,453.73,2.18,CUST-0422,17241.74,375.87,16865.87,30.23
TXN-001567,2024-09-18 00:00:00,Keyboard,Accessories,West,Online,40,1236.2,10.42,CUST-0095,49448.0,5152.48,44295.52,31.64
TXN-001568,2024-09-18 04:00:00,Monitor,Accessories,West,Retail,41,494.48,9.39,CUST-0416,20273.68,1903.7,18369.98,17.82
TXN-001569,2024-09-18 08:00:00,Tablet,Peripherals,Central,Online,9,1976.61,8.75,CUST-0207,17789.49,1556.58,16232.91,27.48
TXN-001570,2024-09-18 12:00:00,Mouse,Peripherals,South,Partner,8,1904.73,7.69,CUST-0313,15237.84,1171.79,14066.05,35.27
TXN-001571,2024-09-18 16:00:00,Phone,Peripherals,Central,Online,44,1130.9,5.25,CUST-0432,49759.6,2612.38,47147.22,18.88
TXN-001572,2024-09-18 20:00:00,Webcam,Accessories,North,Online,40,1400.82,4.32,CUST-0414,56032.8,2420.62,53612.18,36.92
TXN-001573,2024-09-19 00:00:00,Mouse,Accessories,West,Retail,3,1604.85,16.01,CUST-0235,4814.55,770.81,4043.74,28.61
TXN-001574,2024-09-19 04:00:00,Mouse,Peripherals,North,Partner,13,1444.79,22.98,CUST-0327,18782.27,4316.17,14466.1,22.7
TXN-001575,2024-09-19 08:00:00,Webcam,Peripherals,North,Online,19,1402.66,12.72,CUST-0422,26650.54,3389.95,23260.59,28.7
TXN-001576,2024-09-19 12:00:00,Headphones,Peripherals,South,Online,34,1917.52,7.45,CUST-0479,65195.68,4857.08,60338.6,22.06
TXN-001577,2024-09-19 16:00:00,Headphones,Accessories,North,Retail,32,1196.95,3.98,CUST-0428,38302.4,1524.44,36777.96,35.14
TXN-001578,2024-09-19 20:00:00,Phone,Accessories,West,Wholesale,49,1276.24,20.75,CUST-0154,62535.76,12976.17,49559.59,24.47
TXN-001579,2024-09-20 00:00:00,Mouse,Electronics,Central,Partner,16,1700.04,24.29,CUST-0100,27200.64,6607.04,20593.6,37.04
TXN-001580,2024-09-20 04:00:00,Tablet,Accessories,West,Wholesale,36,1343.08,8.73,CUST-0238,48350.88,4221.03,44129.85,25.29
TXN-001581,2024-09-20 08:00:00,Monitor,Accessories,South,Wholesale,18,1468.54,7.27,CUST-0107,26433.72,1921.73,24511.99,29.81
TXN-001582,2024-09-20 12:00:00,Phone,Accessories,West,Retail,14,476.0,15.04,CUST-0346,6664.0,1002.27,5661.73,39.93
TXN-001583,2024-09-20 16:00:00,Keyboard,Peripherals,East,Retail,30,748.82,19.38,CUST-0364,22464.6,4353.64,18110.96,14.41
TXN-001584,2024-09-20 20:00:00,Webcam,Accessories,Central,Partner,2,303.13,11.39,CUST-0130,606.26,69.05,537.21,32.1
TXN-001585,2024-09-21 00:00:00,Mouse,Peripherals,East,Wholesale,13,1016.47,15.75,CUST-0299,13214.11,2081.22,11132.89,14.17
TXN-001586,2024-09-21 04:00:00,Phone,Electronics,East,Online,27,916.9,17.91,CUST-0493,24756.3,4433.85,20322.45,35.17
TXN-001587,2024-09-21 08:00:00,Laptop,Electronics,South,Wholesale,17,1994.35,24.01,CUST-0043,33903.95,8140.34,25763.61,27.89
TXN-001588,2024-09-21 12:00:00,Laptop,Peripherals,North,Retail,31,1226.31,4.13,CUST-0063,38015.61,1570.04,36445.57,38.14
TXN-001589,2024-09-21 16:00:00,Headphones,Peripherals,East,Online,15,1575.03,24.93,CUST-0073,23625.45,5889.82,17735.63,35.98
TXN-001590,2024-09-21 20:00:00,Webcam,Peripherals,West,Online,20,674.69,9.8,CUST-0186,13493.8,1322.39,12171.41,12.25
TXN-001591,2024-09-22 00:00:00,Monitor,Accessories,North,Retail,5,1664.78,18.08,CUST-0117,8323.9,1504.96,6818.94,14.12
TXN-001592,2024-09-22 04:00:00,Tablet,Electronics,West,Online,7,1234.02,14.31,CUST-0304,8638.14,1236.12,7402.02,28.04
TXN-001593,2024-09-22 08:00:00,Monitor,Peripherals,West,Wholesale,18,1397.01,12.17,CUST-0005,25146.18,3060.29,22085.89,25.55
TXN-001594,2024-09-22 12:00:00,Monitor,Accessories,North,Retail,11,595.92,17.45,CUST-0475,6555.12,1143.87,5411.25,15.06
TXN-001595,2024-09-22 16:00:00,Monitor,Electronics,North,Partner,32,1101.79,9.89,CUST-0076,35257.28,3486.94,31770.34,13.88
TXN-001596,2024-09-22 20:00:00,Webcam,Accessories,West,Retail,27,1271.73,3.15,CUST-0291,34336.71,1081.61,33255.1,26.92
TXN-001597,2024-09-23 00:00:00,Monitor,Electronics,South,Partner,26,1182.3,12.22,CUST-0349,30739.8,3756.4,26983.4,11.47
TXN-001598,2024-09-23 04:00:00,Keyboard,Accessories,Central,Partner,37,1831.24,,CUST-0400,67755.88,8842.14,58913.74,36.21
TXN-001599,2024-09-23 08:00:00,Webcam,Electronics,Central,Retail,45,1797.56,5.05,CUST-0083,80890.2,4084.96,76805.24,34.21
TXN-001600,2024-09-23 12:00:00,Keyboard,Electronics,South,Retail,28,1942.26,,CUST-0433,54383.28,12720.25,41663.03,33.56
TXN-001601,2024-09-23 16:00:00,Webcam,Accessories,North,Partner,2,1338.18,5.69,CUST-0060,2676.36,152.28,2524.08,10.48
TXN-001602,2024-09-23 20:00:00,Headphones,Peripherals,West,Partner,20,1944.11,10.23,CUST-0107,38882.2,3977.65,34904.55,11.43
TXN-001603,2024-09-24 00:00:00,Phone,Electronics,Central,Online,4,1666.63,3.87,CUST-0117,6666.52,257.99,6408.53,26.5
TXN-001604,2024-09-24 04:00:00,Laptop,Peripherals,West,Retail,13,548.96,13.39,CUST-0307,7136.48,955.57,6180.91,39.83
TXN-001605,2024-09-24 08:00:00,Monitor,Accessories,South,Retail,24,860.6,7.69,CUST-0383,20654.4,1588.32,19066.08,20.27
TXN-001606,2024-09-24 12:00:00,Headphones,Peripherals,West,Online,48,484.4,12.23,CUST-0347,23251.2,2843.62,20407.58,20.33
TXN-001607,2024-09-24 16:00:00,Phone,Peripherals,South,Retail,38,18.35,5.62,CUST-0082,697.3,39.19,658.11,14.03
TXN-001608,2024-09-24 20:00:00,Laptop,Peripherals,North,Online,40,384.22,1.34,CUST-0315,15368.8,205.94,15162.86,30.23
TXN-001609,2024-09-25 00:00:00,Mouse,Peripherals,South,Online,48,18.08,19.48,CUST-0320,867.84,169.06,698.78,29.4
TXN-001610,2024-09-25 04:00:00,Tablet,Peripherals,South,Retail,45,1442.48,16.03,CUST-0361,64911.6,10405.33,54506.27,13.04
TXN-001611,2024-09-25 08:00:00,Keyboard,Electronics,Central,Wholesale,29,856.81,8.52,CUST-0141,24847.49,2117.01,22730.48,24.02
TXN-001612,2024-09-25 12:00:00,Mouse,Electronics,West,Partner,36,632.02,1.19,CUST-0222,22752.72,270.76,22481.96,30.01
TXN-001613,2024-09-25 16:00:00,Webcam,Electronics,Central,Retail,2,1525.82,21.64,CUST-0410,3051.64,660.37,2391.27,24.81
TXN-001614,2024-09-25 20:00:00,Laptop,Accessories,East,Wholesale,41,1666.65,4.24,CUST-0070,68332.65,2897.3,65435.35,30.23
TXN-001615,2024-09-26 00:00:00,Mouse,Peripherals,South,Online,18,1950.85,23.27,CUST-0387,35115.3,8171.33,26943.97,34.49
TXN-001616,2024-09-26 04:00:00,Tablet,Electronics,East,Wholesale,49,1287.61,11.96,CUST-0471,63092.89,7545.91,55546.98,30.57
TXN-001617,2024-09-26 08:00:00,Headphones,Accessories,Central,Retail,8,928.44,8.51,CUST-0012,7427.52,632.08,6795.44,28.48
TXN-001618,2024-09-26 12:00:00,Laptop,Electronics,West,Retail,15,617.48,18.54,CUST-0297,9262.2,1717.21,7544.99,35.61
TXN-001619,2024-09-26 16:00:00,Mouse,Electronics,Central,Wholesale,41,452.41,21.92,CUST-0105,18548.81,4065.9,14482.91,37.02
TXN-001620,2024-09-26 20:00:00,Keyboard,Peripherals,West,Retail,17,433.72,9.27,CUST-0207,7373.24,683.5,6689.74,21.67
TXN-001621,2024-09-27 00:00:00,Keyboard,Accessories,West,Partner,23,824.29,10.18,CUST-0065,18958.67,1929.99,17028.68,15.2
TXN-001622,2024-09-27 04:00:00,Phone,Peripherals,North,Wholesale,2,1983.65,10.83,CUST-0063,3967.3,429.66,3537.64,34.54
TXN-001623,2024-09-27 08:00:00,Mouse,Peripherals,South,Online,6,11.7,23.06,CUST-0178,70.2,16.19,54.01,16.41
TXN-001624,2024-09-27 12:00:00,Monitor,Electronics,Central,Wholesale,29,402.44,17.31,CUST-0431,11670.76,2020.21,9650.55,37.87
TXN-001625,2024-09-27 16:00:00,Mouse,Peripherals,West,Wholesale,27,384.9,6.19,CUST-0008,10392.3,643.28,9749.02,10.69
TXN-001626,2024-09-27 20:00:00,Headphones,Accessories,Central,Wholesale,37,1437.07,4.62,CUST-0159,53171.59,2456.53,50715.06,37.64
TXN-001627,2024-09-28 00:00:00,Laptop,Peripherals,Central,Wholesale,49,711.44,5.76,CUST-0011,34860.56,2007.97,32852.59,27.68
TXN-001628,2024-09-28 04:00:00,Laptop,Peripherals,West,Online,34,919.95,6.59,CUST-0273,31278.3,2061.24,29217.06,33.24
TXN-001629,2024-09-28 08:00:00,Headphones,Peripherals,East,Online,18,305.76,,CUST-0411,5503.68,316.46,5187.22,21.95
TXN-001630,2024-09-28 12:00:00,Mouse,Electronics,South,Online,42,815.94,16.46,CUST-0380,34269.48,5640.76,28628.72,39.75
TXN-001631,2024-09-28 16:00:00,Headphones,Accessories,South,Wholesale,10,215.37,2.9,CUST-0095,2153.7,62.46,2091.24,16.83
TXN-001632,2024-09-28 20:00:00,Tablet,Electronics,North,Partner,38,1070.76,9.68,CUST-0155,40688.88,3938.68,36750.2,17.93
TXN-001633,2024-09-29 00:00:00,Webcam,Electronics,North,Partner,44,204.9,15.63,CUST-0206,9015.6,1409.14,7606.46,11.54
TXN-001634,2024-09-29 04:00:00,Headphones,Electronics,North,Online,17,1583.11,7.27,CUST-0115,26912.87,1956.57,24956.3,38.21
TXN-001635,2024-09-29 08:00:00,Keyboard,Electronics,South,Partner,13,1137.54,1.63,CUST-0379,14788.02,241.04,14546.98,23.68
TXN-001636,2024-09-29 12:00:00,Headphones,Electronics,East,Partner,48,1450.7,2.05,CUST-0087,69633.6,1427.49,68206.11,30.25
TXN-001637,2024-09-29 16:00:00,Laptop,Accessories,South,Partner,42,842.85,3.15,CUST-0312,35399.7,1115.09,34284.61,30.62
TXN-001638,2024-09-29 20:00:00,Keyboard,Peripherals,South,Partner,27,769.17,20.9,CUST-0197,20767.59,4340.43,16427.16,36.24
TXN-001639,2024-09-30 00:00:00,Laptop,Electronics,South,Partner,2,205.44,16.45,CUST-0350,410.88,67.59,343.29,29.95
TXN-001640,2024-09-30 04:00:00,Phone,Electronics,South,Retail,34,1052.47,1.61,CUST-0098,35783.98,576.12,35207.86,26.86
TXN-001641,2024-09-30 08:00:00,Monitor,Accessories,East,Online,31,1033.86,9.78,CUST-0431,32049.66,3134.46,28915.2,31.31
TXN-001642,2024-09-30 12:00:00,Laptop,Accessories,North,Wholesale,23,941.52,6.96,CUST-0019,21654.96,1507.19,20147.77,32.53
TXN-001643,2024-09-30 16:00:00,Keyboard,Peripherals,Central,Partner,7,1483.63,14.45,CUST-0313,10385.41,1500.69,8884.72,15.58
TXN-001644,2024-09-30 20:00:00,Phone,Accessories,North,Retail,38,1666.68,13.07,CUST-0415,63333.84,8277.73,55056.11,13.29
TXN-001645,2024-10-01 00:00:00,Laptop,Peripherals,North,Wholesale,33,1504.07,12.03,CUST-0016,49634.31,5971.01,43663.3,12.25
TXN-001646,2024-10-01 04:00:00,Tablet,Electronics,Central,Retail,12,296.29,7.86,CUST-0045,3555.48,279.46,3276.02,21.22
TXN-001647,2024-10-01 08:00:00,Headphones,Electronics,South,Partner,45,1247.9,3.44,CUST-0155,56155.5,1931.75,54223.75,24.94
TXN-001648,2024-10-01 12:00:00,Monitor,Peripherals,East,Partner,12,169.84,18.56,CUST-0445,2038.08,378.27,1659.81,28.47
TXN-001649,2024-10-01 16:00:00,Laptop,Accessories,East,Partner,19,1392.3,22.0,CUST-0410,26453.7,5819.81,20633.89,38.74
TXN-001650,2024-10-01 20:00:00,Phone,Peripherals,North,Partner,9,769.86,23.6,CUST-0231,6928.74,1635.18,5293.56,19.92
TXN-001651,2024-10-02 00:00:00,Tablet,Accessories,Central,Wholesale,10,273.67,,CUST-0157,2736.7,40.23,2696.47,32.83
TXN-001652,2024-10-02 04:00:00,Mouse,Electronics,West,Wholesale,17,1725.48,18.5,CUST-0113,29333.16,5426.63,23906.53,25.94
TXN-001653,2024-10-02 08:00:00,Phone,Accessories,South,Retail,40,1231.88,18.16,CUST-0499,49275.2,8948.38,40326.82,16.6
TXN-001654,2024-10-02 12:00:00,Headphones,Peripherals,North,Online,39,715.9,23.68,CUST-0377,27920.1,6611.48,21308.62,28.46
TXN-001655,2024-10-02 16:00:00,Phone,Peripherals,East,Partner,41,71.15,6.32,CUST-0359,2917.15,184.36,2732.79,39.02
TXN-001656,2024-10-02 20:00:00,Tablet,Electronics,Central,Retail,10,1079.25,18.55,CUST-0383,10792.5,2002.01,8790.49,13.73
TXN-001657,2024-10-03 00:00:00,Phone,Accessories,Central,Retail,12,1847.22,1.37,CUST-0044,22166.64,303.68,21862.96,25.22
TXN-001658,2024-10-03 04:00:00,Tablet,Accessories,North,Retail,15,1196.8,15.78,CUST-0365,17952.0,2832.83,15119.17,11.55
TXN-001659,2024-10-03 08:00:00,Laptop,Accessories,West,Partner,31,1943.58,8.77,CUST-0413,60250.98,5284.01,54966.97,19.64
TXN-001660,2024-10-03 12:00:00,Webcam,Electronics,East,Partner,15,281.54,19.22,CUST-0365,4223.1,811.68,3411.42,28.62
TXN-001661,2024-10-03 16:00:00,Tablet,Accessories,North,Retail,28,1140.93,21.58,CUST-0110,31946.04,6893.96,25052.08,35.23
TXN-001662,2024-10-03 20:00:00,Tablet,Peripherals,West,Partner,4,1598.27,9.12,CUST-0111,6393.08,583.05,5810.03,31.91
TXN-001663,2024-10-04 00:00:00,Monitor,Accessories,Central,Retail,36,1055.83,13.14,CUST-0223,38009.88,4994.5,33015.38,23.89
TXN-001664,2024-10-04 04:00:00,Tablet,Electronics,South,Wholesale,1,191.22,2.94,CUST-0386,191.22,5.62,185.6,37.28
TXN-001665,2024-10-04 08:00:00,Tablet,Accessories,East,Partner,44,1169.94,10.42,CUST-0390,51477.36,5363.94,46113.42,19.08
TXN-001666,2024-10-04 12:00:00,Mouse,Accessories,East,Wholesale,34,1227.36,9.02,CUST-0265,41730.24,3764.07,37966.17,32.62
TXN-001667,2024-10-04 16:00:00,Webcam,Peripherals,West,Online,47,1460.13,4.58,CUST-0271,68626.11,3143.08,65483.03,24.22
TXN-001668,2024-10-04 20:00:00,Laptop,Accessories,North,Partner,17,1524.81,22.36,CUST-0212,25921.77,5796.11,20125.66,36.96
TXN-001669,2024-10-05 00:00:00,Headphones,Peripherals,Central,Online,39,1543.84,3.7,CUST-0496,60209.76,2227.76,57982.0,33.92
TXN-001670,2024-10-05 04:00:00,Monitor,Peripherals,West,Retail,38,1330.25,15.89,CUST-0314,50549.5,8032.32,42517.18,37.04
TXN-001671,2024-10-05 08:00:00,Mouse,Electronics,South,Partner,44,439.46,22.25,CUST-0258,19336.24,4302.31,15033.93,16.43
TXN-001672,2024-10-05 12:00:00,Keyboard,Peripherals,South,Partner,33,814.43,22.8,CUST-0387,26876.19,6127.77,20748.42,30.04
TXN-001673,2024-10-05 16:00:00,Webcam,Peripherals,South,Partner,21,1554.5,19.83,CUST-0247,32644.5,6473.4,26171.1,32.15
TXN-001674,2024-10-05 20:00:00,Laptop,Electronics,West,Online,26,1907.32,4.4,CUST-0436,49590.32,2181.97,47408.35,32.27
TXN-001675,2024-10-06 00:00:00,Laptop,Peripherals,Central,Online,46,167.1,20.44,CUST-0055,7686.6,1571.14,6115.46,25.12
TXN-001676,2024-10-06 04:00:00,Keyboard,Electronics,East,Retail,36,1075.72,6.91,CUST-0309,38725.92,2675.96,36049.96,10.34
TXN-001677,2024-10-06 08:00:00,Headphones,Accessories,North,Wholesale,5,631.92,23.06,CUST-0350,3159.6,728.6,2431.0,17.84
TXN-001678,2024-10-06 12:00:00,Tablet,Electronics,East,Wholesale,33,458.53,17.73,CUST-0072,15131.49,2682.81,12448.68,19.7
TXN-001679,2024-10-06 16:00:00,Mouse,Peripherals,Central,Online,1,1016.56,19.63,CUST-0296,1016.56,199.55,817.01,35.56
TXN-001680,2024-10-06 20:00:00,Phone,Electronics,East,Partner,6,1216.12,2.13,CUST-0213,7296.72,155.42,7141.3,35.23
TXN-001681,2024-10-07 00:00:00,Monitor,Peripherals,West,Wholesale,37,29.45,14.57,CUST-0295,1089.65,158.76,930.89,13.14
TXN-001682,2024-10-07 04:00:00,Phone,Accessories,South,Wholesale,2,1562.61,20.53,CUST-0171,3125.22,641.61,2483.61,38.5
TXN-001683,2024-10-07 08:00:00,Keyboard,Electronics,Central,Online,5,1641.57,21.54,CUST-0246,8207.85,1767.97,6439.88,15.47
TXN-001684,2024-10-07 12:00:00,Laptop,Accessories,Central,Retail,26,1931.37,0.72,CUST-0141,50215.62,361.55,49854.07,22.43
TXN-001685,2024-10-07 16:00:00,Headphones,Peripherals,East,Online,41,369.48,23.48,CUST-0104,15148.68,3556.91,11591.77,16.45
TXN-001686,2024-10-07 20:00:00,Laptop,Peripherals,West,Online,47,1193.16,1.08,CUST-0105,56078.52,605.65,55472.87,35.81
TXN-001687,2024-10-08 00:00:00,Monitor,Accessories,East,Partner,13,858.98,15.36,CUST-0240,11166.74,1715.21,9451.53,32.48
TXN-001688,2024-10-08 04:00:00,Laptop,Electronics,East,Online,12,676.31,17.33,CUST-0421,8115.72,1406.45,6709.27,20.61
TXN-001689,2024-10-08 08:00:00,Laptop,Electronics,Central,Partner,5,1135.61,2.68,CUST-0311,5678.05,152.17,5525.88,30.46
TXN-001690,2024-10-08 12:00:00,Monitor,Peripherals,East,Retail,2,1566.94,1.2,CUST-0416,3133.88,37.61,3096.27,15.53
TXN-001691,2024-10-08 16:00:00,Mouse,Accessories,South,Partner,4,55.88,19.62,CUST-0398,223.52,43.85,179.67,21.47
TXN-001692,2024-10-08 20:00:00,Mouse,Accessories,East,Retail,27,1939.11,9.62,CUST-0321,52355.97,5036.64,47319.33,21.31
TXN-001693,2024-10-09 00:00:00,Monitor,Electronics,South,Retail,10,1621.66,,CUST-0411,16216.6,434.6,15782.0,17.14
TXN-001694,2024-10-09 04:00:00,Headphones,Electronics,Central,Retail,13,1504.8,19.07,CUST-0280,19562.4,3730.55,15831.85,36.29
TXN-001695,2024-10-09 08:00:00,Keyboard,Electronics,West,Online,44,1523.17,21.23,CUST-0371,67019.48,14228.24,52791.24,30.37
TXN-001696,2024-10-09 12:00:00,Webcam,Accessories,South,Partner,2,784.23,14.68,CUST-0369,1568.46,230.25,1338.21,18.4
TXN-001697,2024-10-09 16:00:00,Laptop,Electronics,West,Wholesale,26,1505.72,4.03,CUST-0022,39148.72,1577.69,37571.03,17.26
TXN-001698,2024-10-09 20:00:00,Headphones,Electronics,West,Online,15,779.67,0.38,CUST-0078,11695.05,44.44,11650.61,10.54
TXN-001699,2024-10-10 00:00:00,Laptop,Peripherals,South,Retail,46,1798.43,17.52,CUST-0301,82727.78,14493.91,68233.87,20.4
TXN-001700,2024-10-10 04:00:00,Webcam,Electronics,Central,Wholesale,10,362.67,13.75,CUST-0392,3626.7,498.67,3128.03,25.8
TXN-001701,2024-10-10 08:00:00,Keyboard,Electronics,North,Online,22,591.77,16.27,CUST-0475,13018.94,2118.18,10900.76,18.33
TXN-001702,2024-10-10 12:00:00,Mouse,Accessories,West,Wholesale,40,1107.16,20.33,CUST-0195,44286.4,9003.43,35282.97,31.01
TXN-001703,2024-10-10 16:00:00,Headphones,Accessories,West,Retail,25,645.23,10.86,CUST-0320,16130.75,1751.8,14378.95,22.35
TXN-001704,2024-10-10 20:00:00,Tablet,Peripherals,Central,Wholesale,15,854.23,3.11,CUST-0353,12813.45,398.5,12414.95,19.49
TXN-001705,2024-10-11 00:00:00,Tablet,Electronics,Central,Wholesale,13,989.92,23.5,CUST-0371,12868.96,3024.21,9844.75,38.17
TXN-001706,2024-10-11 04:00:00,Webcam,Peripherals,East,Retail,8,1714.14,13.63,CUST-0431,13713.12,1869.1,11844.02,17.88
TXN-001707,2024-10-11 08:00:00,Tablet,Accessories,Central,Wholesale,21,1051.15,15.38,CUST-0021,22074.15,3395.0,18679.15,21.95
TXN-001708,2024-10-11 12:00:00,Mouse,Peripherals,West,Online,21,731.3,23.34,CUST-0160,15357.3,3584.39,11772.91,21.47
TXN-001709,2024-10-11 16:00:00,Webcam,Accessories,South,Wholesale,22,502.99,23.29,CUST-0232,11065.78,2577.22,8488.56,17.24
TXN-001710,2024-10-11 20:00:00,Mouse,Peripherals,North,Partner,46,823.27,14.3,CUST-0361,37870.42,5415.47,32454.95,16.52
TXN-001711,2024-10-12 00:00:00,Keyboard,Peripherals,East,Online,33,1036.31,7.44,CUST-0301,34198.23,2544.35,31653.88,19.07
TXN-001712,2024-10-12 04:00:00,Laptop,Electronics,South,Wholesale,45,1494.77,24.93,CUST-0044,67264.65,16769.08,50495.57,35.93
TXN-001713,2024-10-12 08:00:00,Keyboard,Peripherals,North,Partner,27,250.89,17.02,CUST-0297,6774.03,1152.94,5621.09,33.01
TXN-001714,2024-10-12 12:00:00,Keyboard,Electronics,North,Partner,40,451.0,10.21,CUST-0352,18040.0,1841.88,16198.12,30.43
TXN-001715,2024-10-12 16:00:00,Mouse,Electronics,North,Partner,22,765.51,14.0,CUST-0180,16841.22,2357.77,14483.45,23.71
